/c/ar/التعليم_في_الولايات_المتحدة	/c/en/education_in_united_states	0.5	/d/dbpedia/en	/r/Synonym
/c/ar/تَجْرِبَة/n	/c/ar/تَجْرِبَة	1.0	/d/wordnet/3.1	/r/SenseOf
/c/ar/تَجْرِبَة/n	/c/en/test/n	2.0	/d/wordnet/3.1	/r/Synonym
/c/ar/فَحْص/n	/c/ar/فَحْص	1.0	/d/wordnet/3.1	/r/SenseOf
/c/ar/فَحْص/n	/c/en/test/n	2.0	/d/wordnet/3.1	/r/Synonym
/c/az/abş_da_təhsil_sistemi	/c/en/education_in_united_states	0.5	/d/dbpedia/en	/r/Synonym
/c/ca/assaig/n	/c/ca/assaig	1.0	/d/wordnet/3.1	/r/SenseOf
/c/ca/assaig/n	/c/en/test/n	2.0	/d/wordnet/3.1	/r/Synonym
/c/ca/prova/n	/c/ca/prova	1.0	/d/wordnet/3.1	/r/SenseOf
/c/ca/prova/n	/c/en/test/n	2.0	/d/wordnet/3.1	/r/Synonym
/c/ca/provatura/n	/c/ca/provatura	1.0	/d/wordnet/3.1	/r/SenseOf
/c/ca/provatura/n	/c/en/test/n	2.0	/d/wordnet/3.1	/r/Synonym
/c/ca/test/n	/c/ca/test	1.0	/d/wiktionary/de	/r/SenseOf
/c/ca/test/n	/c/es/cacharro	1.0	/d/wiktionary/de	/r/Synonym
/c/ca/test/n	/c/es/vasija	1.0	/d/wiktionary/de	/r/Synonym
/c/ca/testsels_testos	/c/ca/test/n	1.0	/d/wiktionary/de	/r/FormOf
/c/cs/test/n	/c/cs/test	1.0	/d/wiktionary/en	/r/SenseOf
/c/cs/test/n	/c/cs/test	1.0	/d/wiktionary/fr	/r/SenseOf
/c/cs/test/n	/c/cs/testování	1.0	/d/wiktionary/fr	/r/Synonym
/c/cs/test/n	/c/en/test	1.0	/d/wiktionary/en	/r/RelatedTo
/c/cs/test/n	/c/fr/test	1.0	/d/wiktionary/fr	/r/RelatedTo
/c/cs/testovací	/c/cs/test/n	1.0	/d/wiktionary/en	/r/DerivedFrom
/c/cs/testovat	/c/cs/test/n	1.0	/d/wiktionary/en	/r/DerivedFrom
/c/cs/testový	/c/cs/test/n	1.0	/d/wiktionary/en	/r/DerivedFrom
/c/cs/školství_ve_spojených_státech_amerických	/c/en/education_in_united_states	0.5	/d/dbpedia/en	/r/Synonym
/c/da/eksamen/n	/c/da/eksamen	1.0	/d/dbpedia/en	/r/SenseOf
/c/da/eksamen/n	/c/en/test/n	0.5	/d/dbpedia/en	/r/Synonym
/c/da/test/n	/c/da/test	1.0	/d/wordnet/3.1	/r/SenseOf
/c/da/test/n	/c/en/test/n	2.0	/d/wordnet/3.1	/r/Synonym
/c/de/bildungssystem_in_den_vereinigten_staaten	/c/en/education_in_united_states	0.5	/d/dbpedia/en	/r/Synonym
/c/de/klassenarbeit	/c/en/test/n	0.5	/d/dbpedia/en	/r/Synonym
/c/en/adjudging/n	/c/en/adjudging	1.0	/d/opencyc	/r/SenseOf
/c/en/adjudging/n	/c/en/evaluating/n	1.0	/d/opencyc	/r/IsA
/c/en/assay/n	/c/en/assay	1.0	/d/wordnet/3.1	/r/SenseOf
/c/en/assay/n	/c/en/test/n	2.0	/d/wordnet/3.1	/r/IsA
/c/en/balalaika	/c/en/make_music	2.82842712474619	/d/conceptnet/4/en	/r/UsedFor
/c/en/balalaika	/c/en/making_music	1.0	/d/conceptnet/4/en	/r/UsedFor
/c/en/bar	/c/en/test	0.32200000000000006	/d/verbosity	/r/RelatedTo
/c/en/carrots/n	/c/en/carrot	1.0	/d/wiktionary/en	/r/FormOf
/c/en/carrots/n	/c/en/carrots	1.0	/d/wiktionary/en	/r/SenseOf
/c/en/checking/n	/c/en/checking	1.0	/d/opencyc	/r/SenseOf
/c/en/checking/n	/c/en/evaluating/n	1.0	/d/opencyc	/r/IsA
/c/en/eating/v	/c/en/eat	1.0	/d/wiktionary/en	/r/FormOf
/c/en/eating/v	/c/en/eating	1.0	/d/wiktionary/en	/r/SenseOf
/c/en/education_in_united_states	/c/en/certainly_thing	1.0	/d/conceptnet/4/en	/r/HasProperty
/c/en/education_in_united_states	/c/en/education_in_united_states	0.5	/d/dbpedia/en	/r/Synonym
/c/en/education_in_united_states	/c/en/test/n	0.5	/d/dbpedia/en	/r/RelatedTo
/c/en/evaluating/n	/c/en/evaluating	1.0	/d/opencyc	/r/SenseOf
/c/en/evaluating_action/n	/c/en/evaluating/n	1.0	/d/opencyc	/r/IsA
/c/en/evaluating_action/n	/c/en/evaluating_action	1.0	/d/opencyc	/r/SenseOf
/c/en/evaluating_nutrition/n	/c/en/evaluating_action/n	1.0	/d/opencyc	/r/IsA
/c/en/evaluating_nutrition/n	/c/en/evaluating_nutrition	1.0	/d/opencyc	/r/SenseOf
/c/en/examination	/c/en/test	0.5540000000000003	/d/verbosity	/r/RelatedTo
/c/en/example_concept/n	/c/en/example_concept	1.0	/d/dbpedia/en	/r/SenseOf
/c/en/experiment	/c/en/test	1.206	/d/verbosity	/r/RelatedTo
/c/en/hard_questions	/c/en/test	1.0	/d/conceptnet/4/en	/r/AtLocation
/c/en/is/v	/c/en/be	1.0	/d/wiktionary/en	/r/FormOf
/c/en/is/v	/c/en/is	1.0	/d/wiktionary/en	/r/SenseOf
/c/en/people/n	/c/en/people	1.0	/d/wiktionary/en	/r/SenseOf
/c/en/people/n	/c/en/person	1.0	/d/wiktionary/en	/r/FormOf
/c/en/question	/c/en/test	0.8140000000000001	/d/verbosity	/r/RelatedTo
/c/en/run/n	/c/en/run	1.0	/d/wordnet/3.1	/r/SenseOf
/c/en/run/n	/c/en/test/n	2.0	/d/wordnet/3.1	/r/Synonym
/c/en/striking_down/n	/c/en/adjudging/n	1.0	/d/opencyc	/r/IsA
/c/en/striking_down/n	/c/en/striking_down	1.0	/d/opencyc	/r/SenseOf
/c/en/test	/c/en/academic	0.2650000000000001	/d/verbosity	/r/RelatedTo
/c/en/test	/c/en/academic_measure	0.2650000000000001	/d/verbosity	/r/RelatedTo
/c/en/test	/c/en/assessment	0.10899999999999999	/d/verbosity	/r/RelatedTo
/c/en/test	/c/en/challenge	0.31800000000000006	/d/verbosity	/r/RelatedTo
/c/en/test	/c/en/class	0.33999999999999986	/d/verbosity	/r/RelatedTo
/c/en/test	/c/en/classroom	0.5840000000000001	/d/verbosity	/r/RelatedTo
/c/en/test	/c/en/control	0.2120000000000002	/d/verbosity	/r/RelatedTo
/c/en/test	/c/en/finals	0.28000000000000025	/d/verbosity	/r/RelatedTo
/c/en/test	/c/en/grade	0.5620000000000003	/d/verbosity	/r/RelatedTo
/c/en/test	/c/en/measure	0.2650000000000001	/d/verbosity	/r/RelatedTo
/c/en/test	/c/en/paper	0.6160000000000001	/d/verbosity	/r/RelatedTo
/c/en/test	/c/en/pop	0.2959999999999998	/d/verbosity	/r/RelatedTo
/c/en/test	/c/en/quiz	3.4617914437470088	/d/verbosity	/r/RelatedTo
/c/en/test	/c/en/result	0.2560000000000002	/d/verbosity	/r/RelatedTo
/c/en/test	/c/en/school	0.806	/d/verbosity	/r/RelatedTo
/c/en/test	/c/en/student	0.42600000000000016	/d/verbosity	/r/RelatedTo
/c/en/test	/c/en/trial	0.2999999999999998	/d/verbosity	/r/RelatedTo
/c/en/test	/c/fro/test	0.25	/d/wiktionary/en	/r/EtymologicallyRelatedTo
/c/en/test	/c/fro/tester	0.25	/d/wiktionary/en	/r/EtymologicallyRelatedTo
/c/en/test	/c/la/terra	0.25	/d/wiktionary/en	/r/EtymologicallyRelatedTo
/c/en/test	/c/la/tersa	0.25	/d/wiktionary/en	/r/EtymologicallyRelatedTo
/c/en/test	/c/la/terstus	0.25	/d/wiktionary/en	/r/EtymologicallyRelatedTo
/c/en/test	/c/la/testari	0.25	/d/wiktionary/en	/r/EtymologicallyRelatedTo
/c/en/test	/c/la/testis	0.25	/d/wiktionary/en	/r/EtymologicallyRelatedTo
/c/en/test	/c/la/testum	0.25	/d/wiktionary/en	/r/EtymologicallyRelatedTo
/c/en/test/n	/c/ar/اختبار	1.0	/d/wiktionary/en	/r/Synonym
/c/en/test/n	/c/ast/prueba	1.0	/d/wiktionary/en	/r/Synonym
/c/en/test/n	/c/cs/test	1.0	/d/wiktionary/en	/r/Synonym
/c/en/test/n	/c/cs/zkouška	1.0	/d/wiktionary/en	/r/Synonym
/c/en/test/n	/c/de/probe	1.0	/d/wiktionary/en	/r/Synonym
/c/en/test/n	/c/el/δοκιμασια	1.0	/d/wiktionary/en	/r/Synonym
/c/en/test/n	/c/el/δοκιμη	1.0	/d/wiktionary/en	/r/Synonym
/c/en/test/n	/c/en/academia	1.0	/d/wiktionary/en	/r/HasContext
/c/en/test/n	/c/en/botany	1.0	/d/wiktionary/en	/r/HasContext
/c/en/test/n	/c/en/breeze	1.0	/d/wiktionary/en	/r/Antonym
/c/en/test/n	/c/en/calciferous	1.0	/d/wiktionary/en	/r/RelatedTo
/c/en/test/n	/c/en/challenge	1.0	/d/wiktionary/en	/r/Synonym
/c/en/test/n	/c/en/challenge	1.0	/d/wiktionary/fr	/r/Synonym
/c/en/test/n	/c/en/cricket	1.0	/d/wiktionary/en	/r/HasContext
/c/en/test/n	/c/en/cupel	1.0	/d/wiktionary/en	/r/RelatedTo
/c/en/test/n	/c/en/durability	1.0	/d/wiktionary/en	/r/RelatedTo
/c/en/test/n	/c/en/echinoderm	1.0	/d/wiktionary/en	/r/RelatedTo
/c/en/test/n	/c/en/endoskeleton	1.0	/d/wiktionary/en	/r/RelatedTo
/c/en/test/n	/c/en/evaluate	1.0	/d/wiktionary/en	/r/RelatedTo
/c/en/test/n	/c/en/examination	1.0	/d/wiktionary/en	/r/RelatedTo
/c/en/test/n	/c/en/examination	1.0	/d/wiktionary/en	/r/Synonym
/c/en/test/n	/c/en/examination	1.0	/d/wiktionary/fr	/r/Synonym
/c/en/test/n	/c/en/examine	1.0	/d/wiktionary/en	/r/RelatedTo
/c/en/test/n	/c/en/example_concept/n	0.5	/d/dbpedia/en	/r/IsA
/c/en/test/n	/c/en/marine_biology	1.0	/d/wiktionary/en	/r/HasContext
/c/en/test/n	/c/en/normally_test	1.0	/d/wiktionary/en	/r/HasContext
/c/en/test/n	/c/en/obsolete	1.0	/d/wiktionary/en	/r/HasContext
/c/en/test/n	/c/en/quiz	1.0	/d/wiktionary/en	/r/Synonym
/c/en/test/n	/c/en/quiz	1.0	/d/wiktionary/fr	/r/Synonym
/c/en/test/n	/c/en/recess	1.0	/d/wiktionary/en	/r/Antonym
/c/en/test/n	/c/en/sand_dollar	1.0	/d/wiktionary/en	/r/RelatedTo
/c/en/test/n	/c/en/sea_urchin	1.0	/d/wiktionary/en	/r/RelatedTo
/c/en/test/n	/c/en/seed_coat	1.0	/d/wiktionary/en	/r/RelatedTo
/c/en/test/n	/c/en/session	1.0	/d/wiktionary/en	/r/RelatedTo
/c/en/test/n	/c/en/term	1.0	/d/wiktionary/en	/r/RelatedTo
/c/en/test/n	/c/en/test	1.0	/d/dbpedia/en	/r/SenseOf
/c/en/test/n	/c/en/test	1.0	/d/wiktionary/de	/r/SenseOf
/c/en/test/n	/c/en/test	1.0	/d/wiktionary/en	/r/SenseOf
/c/en/test/n	/c/en/test	1.0	/d/wiktionary/fr	/r/SenseOf
/c/en/test/n	/c/en/test	1.0	/d/wordnet/3.1	/r/SenseOf
/c/en/test/n	/c/en/test/n	0.5	/d/dbpedia/en	/r/Synonym
/c/en/test/n	/c/en/test_match	1.0	/d/wiktionary/en	/r/RelatedTo
/c/en/test/n	/c/en/testa	1.0	/d/wiktionary/en	/r/RelatedTo
/c/en/test/n	/c/en/trial	1.0	/d/wiktionary/en	/r/RelatedTo
/c/en/test/n	/c/en/trial	1.0	/d/wiktionary/en	/r/Synonym
/c/en/test/n	/c/en/trial	1.0	/d/wiktionary/fr	/r/Synonym
/c/en/test/n	/c/en/witness	1.0	/d/wiktionary/en	/r/RelatedTo
/c/en/test/n	/c/es/prueba	1.0	/d/wiktionary/en	/r/Synonym
/c/en/test/n	/c/fa/ازمایش	1.0	/d/wiktionary/en	/r/Synonym
/c/en/test/n	/c/fi/koe	1.0	/d/wiktionary/en	/r/Synonym
/c/en/test/n	/c/fi/koetus	1.0	/d/wiktionary/en	/r/Synonym
/c/en/test/n	/c/fr/anatomie	1.0	/d/wiktionary/fr	/r/HasContext
/c/en/test/n	/c/fr/coupelle	1.0	/d/wiktionary/fr	/r/RelatedTo
/c/en/test/n	/c/fr/désuet	1.0	/d/wiktionary/fr	/r/HasContext
/c/en/test/n	/c/fr/essai	1.0	/d/wiktionary/fr	/r/RelatedTo
/c/en/test/n	/c/fr/examen	1.0	/d/wiktionary/fr	/r/RelatedTo
/c/en/test/n	/c/fr/jugement	1.0	/d/wiktionary/fr	/r/RelatedTo
/c/en/test/n	/c/fr/match	1.0	/d/wiktionary/fr	/r/RelatedTo
/c/en/test/n	/c/fr/politique	1.0	/d/wiktionary/fr	/r/HasContext
/c/en/test/n	/c/fr/psychologie	1.0	/d/wiktionary/fr	/r/HasContext
/c/en/test/n	/c/fr/sport	1.0	/d/wiktionary/fr	/r/HasContext
/c/en/test/n	/c/fr/test	1.0	/d/wiktionary/fr	/r/RelatedTo
/c/en/test/n	/c/fr/épreuve	1.0	/d/wiktionary/en	/r/Synonym
/c/en/test/n	/c/fr/épreuve	1.0	/d/wiktionary/fr	/r/RelatedTo
/c/en/test/n	/c/gd/dearbhadh	1.0	/d/wiktionary/en	/r/Synonym
/c/en/test/n	/c/gd/feuchainn	1.0	/d/wiktionary/en	/r/Synonym
/c/en/test/n	/c/he/מבחן	1.0	/d/wiktionary/en	/r/Synonym
/c/en/test/n	/c/hi/चुनौती	1.0	/d/wiktionary/en	/r/Synonym
/c/en/test/n	/c/hu/próba	1.0	/d/wiktionary/en	/r/Synonym
/c/en/test/n	/c/it/prova	1.0	/d/wiktionary/en	/r/Synonym
/c/en/test/n	/c/it/verifica	1.0	/d/wiktionary/en	/r/Synonym
/c/en/test/n	/c/ja/実験	1.0	/d/wiktionary/en	/r/Synonym
/c/en/test/n	/c/ja/試練	1.0	/d/wiktionary/en	/r/Synonym
/c/en/test/n	/c/ko/검사	1.0	/d/wiktionary/en	/r/Synonym
/c/en/test/n	/c/nl/proef	1.0	/d/wiktionary/en	/r/Synonym
/c/en/test/n	/c/nl/test	1.0	/d/wiktionary/en	/r/Synonym
/c/en/test/n	/c/pt/prova	1.0	/d/wiktionary/en	/r/Synonym
/c/en/test/n	/c/pt/teste	1.0	/d/wiktionary/en	/r/Synonym
/c/en/test/n	/c/ro/probă	1.0	/d/wiktionary/en	/r/Synonym
/c/en/test/n	/c/ru/испытание	1.0	/d/wiktionary/en	/r/Synonym
/c/en/test/n	/c/ru/проба	1.0	/d/wiktionary/en	/r/Synonym
/c/en/test/n	/c/ru/тест	1.0	/d/wiktionary/en	/r/Synonym
/c/en/test/n	/c/sh/test	1.0	/d/wiktionary/en	/r/Synonym
/c/en/test/n	/c/sh/тест	1.0	/d/wiktionary/en	/r/Synonym
/c/en/test/n	/c/sl/preizkus	1.0	/d/wiktionary/en	/r/Synonym
/c/en/test/n	/c/sl/preizkušnja	1.0	/d/wiktionary/en	/r/Synonym
/c/en/test/n	/c/sq/prova	1.0	/d/wiktionary/en	/r/Synonym
/c/en/test/n	/c/sq/provë	1.0	/d/wiktionary/en	/r/Synonym
/c/en/test/n	/c/sv/prov	1.0	/d/wiktionary/en	/r/Synonym
/c/en/test/n	/c/sv/prövning	1.0	/d/wiktionary/en	/r/Synonym
/c/en/test/n	/c/sw/jaribio	1.0	/d/wiktionary/en	/r/Synonym
/c/en/test/n	/c/tr/deneme	1.0	/d/wiktionary/en	/r/Synonym
/c/en/test/n	/c/tr/test	1.0	/d/wiktionary/en	/r/Synonym
/c/en/test/n	/c/zh/試驗	1.0	/d/wiktionary/en	/r/Synonym
/c/en/test/n	/c/zh/试验	1.0	/d/wiktionary/en	/r/Synonym
/c/en/test/v	/c/en/academics	1.0	/d/wiktionary/en	/r/HasContext
/c/en/test/v	/c/en/attest	1.0	/d/wiktionary/en	/r/RelatedTo
/c/en/test/v	/c/en/chemistry	1.0	/d/wiktionary/en	/r/HasContext
/c/en/test/v	/c/en/contest	1.0	/d/wiktionary/en	/r/RelatedTo
/c/en/test/v	/c/en/cupel	1.0	/d/wiktionary/en	/r/RelatedTo
/c/en/test/v	/c/en/cupellation	1.0	/d/wiktionary/en	/r/RelatedTo
/c/en/test/v	/c/en/detest	1.0	/d/wiktionary/en	/r/RelatedTo
/c/en/test/v	/c/en/obsolete	1.0	/d/wiktionary/en	/r/HasContext
/c/en/test/v	/c/en/protest	1.0	/d/wiktionary/en	/r/RelatedTo
/c/en/test/v	/c/en/reagent	1.0	/d/wiktionary/en	/r/RelatedTo
/c/en/test/v	/c/en/refine	1.0	/d/wiktionary/en	/r/RelatedTo
/c/en/test/v	/c/en/test	1.0	/d/wiktionary/en	/r/SenseOf
/c/en/test/v	/c/en/test	1.0	/d/wiktionary/fr	/r/SenseOf
/c/en/test/v	/c/en/testament	1.0	/d/wiktionary/en	/r/RelatedTo
/c/en/test/v	/c/en/will	1.0	/d/wiktionary/en	/r/RelatedTo
/c/en/test/v	/c/fr/tester	1.0	/d/wiktionary/fr	/r/RelatedTo
